#[0]step() [1]time(s) [2]dL_dt(m^-2*s^-1) [3]chimin_beam_e() [4]chiave_beam_e() [5]chimax_beam_e() [6]x_ave_beam_e(m) [7]y_ave_beam_e(m) [8]x_std_beam_e(m) [9]y_std_beam_e(m) [10]thetax_ave_beam_e(rad) [11]thetay_ave_beam_e(rad) [12]thetax_std_beam_e(rad) [13]thetay_std_beam_e(rad) [14]thetax_min_beam_e(rad) [15]thetay_min_beam_e(rad) [16]thetax_max_beam_e(rad) [17]thetay_max_beam_e(rad) [18]chimin_beam_p() [19]chiave_beam_p() [20]chimax_beam_p() [21]x_ave_beam_p(m) [22]y_ave_beam_p(m) [23]x_std_beam_p(m) [24]y_std_beam_p(m) [25]thetax_ave_beam_p(rad) [26]thetay_ave_beam_p(rad) [27]thetax_std_beam_p(rad) [28]thetay_std_beam_p(rad) [29]thetax_min_beam_p(rad) [30]thetay_min_beam_p(rad) [31]thetax_max_beam_p(rad) [32]thetay_max_beam_p(rad)
141 7.05488061344092e-12 5.36037894808815e+43 1.14422730995279e-18 1.45733956569117e-04 3.12028404009543e-02 1.60970614619615e-11 -2.06268147377835e-12 3.09986608358722e-07 1.10550366930795e-08 1.88383339253777e-04 2.40376602046772e-02 1.57678843243129e-01 3.13856769239729e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265350996e+00 3.14159265357386e+00 2.72983356931272e-18 1.44102271794649e-04 3.24095883542300e-02 -1.75660887886522e-11 -1.16627322679727e-11 3.10000233140886e-07 1.10496699641925e-08 -1.13992728057206e-09 -2.96662950082592e-09 1.05938853177127e-05 2.85159754477411e-05 -4.42712819910949e-05 -1.91324122488474e-04 4.39040282732507e-05 1.87133270154530e-04
142 7.10491522772065e-12 4.07901406362215e+43 2.89477024520725e-18 1.15510051920992e-04 2.82593893941699e-02 1.89998193642119e-11 -6.49258287721059e-12 3.10105770773395e-07 1.12232100529638e-08 7.63177840899641e-05 2.42565919703923e-02 1.59159418998226e-01 3.13800065520746e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265041794e+00 3.14159265357386e+00 3.87847048767898e-18 1.13919778486837e-04 2.90694693196762e-02 -2.24543027028422e-11 -1.39415896169656e-11 3.10121064179182e-07 1.12166586761331e-08 -1.34186222494880e-09 -5.76703176425718e-09 1.06002686722555e-05 2.81428442189570e-05 -4.42712819438523e-05 -1.87431673368462e-04 4.39040282658491e-05 1.76652667589351e-04
143 7.15494984200037e-12 3.06979670835431e+43 2.06609317478541e-18 9.07535145784890e-05 2.48884103057618e-02 3.36614120513368e-11 -9.80083105279069e-12 3.10234785398253e-07 1.13883857996900e-08 6.07880740180478e-06 2.45740984515025e-02 1.61410111064113e-01 3.13733357403055e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265304855e+00 3.14159265357386e+00 2.04077125857708e-18 8.91930664764734e-05 2.53247589916978e-02 -4.25594124593020e-11 -1.17588804808737e-11 3.10244042475521e-07 1.13825947816898e-08 2.72981403674651e-10 -6.73913161624514e-11 1.06071080179506e-05 2.77785681028973e-05 -4.42712818965213e-05 -1.83428538188113e-04 4.39040282584464e-05 1.68561846967548e-04
144 7.20498445628009e-12 2.28785582175346e+43 1.59037498500216e-18 7.05743535425481e-05 2.23407914974471e-02 3.41295524319112e-11 -1.25742256020339e-11 3.10360436813725e-07 1.15538358754347e-08 3.89385748709175e-05 2.46110753877663e-02 1.63368998927495e-01 3.13670423768522e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265101375e+00 3.14159265357857e+00 2.48517655229927e-18 6.90665217890840e-05 2.16259568367662e-02 -2.89131210921058e-11 -8.13825510052309e-12 3.10372491645699e-07 1.15504614597714e-08 -8.94559574201873e-10 8.30681363572056e-09 1.06137697077849e-05 2.74248692945667e-05 -4.42712818490450e-05 -1.79884705282229e-04 4.39040282510345e-05 1.65431982255948e-04
145 7.25501907055982e-12 1.69066358940770e+43 6.58323228049158e-19 5.43056763288829e-05 1.95991841562309e-02 4.32696466897795e-11 -1.23351076478271e-11 3.10494104014755e-07 1.17159574905845e-08 -8.71487089773446e-06 2.50072387622712e-02 1.65947054777817e-01 3.13603004193557e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265128756e+00 3.14159265357386e+00 1.74493157967669e-18 5.28831937390272e-05 1.86263147002648e-02 -6.76143187816768e-12 -5.74551128686551e-12 3.10519898447316e-07 1.17095924553823e-08 -2.92462969722425e-09 1.55263500085112e-08 1.06204125383543e-05 2.70674931431711e-05 -4.42712818014970e-05 -1.76999986178304e-04 4.39040282436385e-05 1.63161549742709e-04
146 7.30505368483954e-12 1.23884748759205e+43 2.23683172427840e-18 4.13332100414643e-05 1.68547273603468e-02 4.90848008892644e-11 -1.35732808774969e-11 3.10637456030240e-07 1.18775554151385e-08 -2.94746134952713e-05 2.51490615435818e-02 1.68450718814657e-01 3.13532669559483e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.41679528034712e-18 4.00281979080185e-05 1.63941123794220e-02 8.93007152002451e-12 -3.16493524766646e-12 3.10665128454974e-07 1.18681652326956e-08 -4.23261041499245e-09 2.27973227820880e-08 1.06274347598935e-05 2.67217962189424e-05 -4.42712817538319e-05 -1.74824691940633e-04 4.39040282362193e-05 1.59439534347518e-04
147 7.35508829911926e-12 8.99823062406770e+42 3.05351129814914e-19 3.11099247201714e-05 1.44060207973512e-02 3.92242916818253e-11 -1.05097481921570e-11 3.10801242209552e-07 1.20334748173365e-08 2.45869225033975e-05 2.55255997991799e-02 1.70542896544824e-01 3.13478110321419e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265263266e+00 3.14159265357386e+00 1.77459374708812e-18 2.99268477479508e-05 1.38639752119132e-02 4.71183300120285e-11 -5.73836059713901e-13 3.10818830873708e-07 1.20237675639259e-08 -7.11457948562418e-09 3.02338799265644e-08 1.06342619648813e-05 2.63749376296615e-05 -4.42712817060683e-05 -1.73170040958268e-04 4.39040282288088e-05 1.57797992156839e-04
148 7.40512291339898e-12 6.46824885484728e+42 3.07829714405131e-18 2.31376166651756e-05 1.20387335907977e-02 5.22625731229780e-11 -4.29745185325620e-12 3.10956351412441e-07 1.21857948287160e-08 7.04885662447637e-05 2.61559265770111e-02 1.72034640302152e-01 3.13430868397159e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265165000e+00 3.14159265357386e+00 1.21337207383192e-18 2.20978844208073e-05 1.21369303144732e-02 4.18791938556146e-11 2.58109981115046e-12 3.10983750032736e-07 1.21760905806223e-08 -6.08469801950354e-09 3.83955961604642e-08 1.06410910054413e-05 2.60348351071404e-05 -4.42712816582293e-05 -1.71927679352330e-04 4.39040282213878e-05 1.54559191424202e-04
149 7.45515752767870e-12 4.59895619378996e+42 2.60348487846740e-18 1.69968198640698e-05 9.96823336247639e-03 5.50858673774502e-11 2.66739781588245e-12 3.11116701577771e-07 1.23359633680812e-08 6.32118803642448e-05 2.68698941693222e-02 1.74379382068625e-01 3.13401147127146e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265358294e+00 1.92167509688320e-18 1.60956439833976e-05 1.00057182331940e-02 2.93911003146176e-11 9.48531428741825e-12 3.11146795362595e-07 1.23277199219472e-08 -3.61891894832360e-09 5.30673668646098e-08 1.06481176967294e-05 2.57066064400710e-05 -4.42712816102606e-05 -1.71024988639626e-04 4.39040282139533e-05 1.52463136993684e-04
150 7.50519214195843e-12 3.23067908303734e+42 3.13802673616290e-18 1.22998653758683e-05 8.16574241521478e-03 5.63257782011873e-11 1.29059644220000e-11 3.11273177431175e-07 1.24800728581710e-08 1.34023422062477e-04 2.78910224557240e-02 1.76901279413777e-01 3.13381813652108e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.33950540634414e-18 1.15418224361482e-05 8.16953173953806e-03 6.06296433033122e-11 1.91507577423702e-11 3.11288958792609e-07 1.24772335819700e-08 -6.07715904413104e-09 7.27200740187277e-08 1.06544066878796e-05 2.53809837360036e-05 -4.42712815622334e-05 -1.70565434610460e-04 4.39040282065278e-05 1.50624596405339e-04
151 7.55522675623815e-12 2.23418030116903e+42 2.54159850085379e-18 8.73655312964550e-06 6.47399897430504e-03 4.33674512161324e-11 3.08110979632087e-11 3.11426894324940e-07 1.26137938175237e-08 3.06271368598227e-04 2.96515777288474e-02 1.79296973379274e-01 3.13385439046786e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265351243e+00 3.14159265357386e+00 8.37104495096701e-19 8.13386840526838e-06 6.64031436147992e-03 6.76540911347030e-11 2.86863986946240e-11 3.11448571448977e-07 1.26116494201567e-08 -6.79825119250728e-09 9.12548133377711e-08 1.06588110945376e-05 2.50420214816446e-05 -4.42712815140991e-05 -1.49847786225845e-04 4.39040281990742e-05 1.46925189927690e-04
152 7.60526137051787e-12 1.51315753981084e+42 2.65256267808267e-18 6.06755618148546e-06 5.15184108739654e-03 3.96735970278985e-11 4.53093379729595e-11 3.11571536904872e-07 1.27366986581586e-08 3.37532812945155e-04 3.10222897472065e-02 1.81597923904136e-01 3.13410958728496e+00 -3.14159265286997e+00 -3.14159265358841e+00 3.14159265032675e+00 3.14159265357386e+00 3.03282291828772e-18 5.62342946253455e-06 5.32134786678341e-03 9.64281181444082e-11 3.66265647568010e-11 3.11583228705943e-07 1.27392618869221e-08 -8.09834822722153e-09 1.06655269197544e-07 1.06613219332541e-05 2.47042303685808e-05 -4.42712814658768e-05 -1.46893980159200e-04 4.39040281916252e-05 1.43893277750644e-04
153 7.65529598479759e-12 9.99467179536044e+41 3.12233379995768e-18 4.10355247470505e-06 4.08800041087666e-03 6.67792235875741e-11 5.69366168196670e-11 3.11704117672499e-07 1.28545555963322e-08 3.71453914360308e-04 3.20794360780401e-02 1.84587501051789e-01 3.13457112184629e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.04700580857087e-18 3.80248939011245e-06 4.27247023658735e-03 8.95096734054068e-11 4.77494007375520e-11 3.11724274162702e-07 1.28562974077645e-08 -7.15413481265317e-09 1.25100136664369e-07 1.06632710432126e-05 2.43592830275882e-05 -4.42712814175935e-05 -1.44456195443134e-04 4.39040281841594e-05 1.41629107812560e-04
154 7.70533059907731e-12 6.41037702864653e+41 2.30906514021903e-18 2.69140288789991e-06 3.12869032995544e-03 3.54370425300108e-11 7.05758286887324e-11 3.11841660729854e-07 1.29634730622278e-08 7.65969942834800e-04 3.33267142409745e-02 1.85584062069413e-01 3.13524671488951e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357529e+00 2.01430053537254e-18 2.50403398365722e-06 3.29632462266216e-03 6.62058309153750e-11 5.68720402363737e-11 3.11864610387294e-07 1.29691656938631e-08 -5.45939578921639e-09 1.40719705307911e-07 1.06655739485126e-05 2.40199255194928e-05 -4.42712813696308e-05 -1.42779061594358e-04 4.39040281766778e-05 1.41629107795725e-04
155 7.75536521335704e-12 3.97002094421722e+41 2.66910830372772e-18 1.70134944367147e-06 2.42765807282197e-03 5.15620469860737e-11 8.12385007796848e-11 3.11985194792516e-07 1.30661599678220e-08 7.33701251861091e-04 3.42557249395672e-02 1.89015071767864e-01 3.13593146077212e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.55482023934017e-18 1.59426573989246e-06 2.63403153277542e-03 2.96026260013551e-11 6.83903055390539e-11 3.12019130770428e-07 1.30736523323391e-08 -1.86583690801804e-09 1.58768633374387e-07 1.06677855840473e-05 2.36753665655562e-05 -4.42712813241016e-05 -1.42779061574251e-04 4.39040281692026e-05 1.37331163506440e-04
156 7.80539982763676e-12 2.35266536047247e+41 2.16739080976171e-19 1.02681972901680e-06 1.87164515824550e-03 3.61179903126414e-11 8.84413357007645e-11 3.12133947244602e-07 1.31673133250465e-08 6.09521216950056e-04 3.48133820996691e-02 1.89809770156954e-01 3.13650320307953e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 9.44757187174351e-19 9.69954855642706e-07 1.99997512035308e-03 -1.70810237370016e-12 7.63300312776863e-11 3.12178910028482e-07 1.31772630672437e-08 2.10470667744078e-10 1.70690363126056e-07 1.06702176709366e-05 2.33402312806694e-05 -4.42712812845224e-05 -1.42779061553471e-04 4.39040281619520e-05 1.35372769058573e-04
157 7.85543444191648e-12 1.30348161151347e+41 2.16925878267630e-18 5.77476807141610e-07 1.41138694617410e-03 9.00499418660387e-11 9.94060526993864e-11 3.12298536406273e-07 1.32599688703885e-08 1.59175438001331e-05 3.57548283378374e-02 1.92791395400379e-01 3.13694562747313e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.99401400513066e-18 5.50162898442581e-07 1.52723840795817e-03 5.94182518323720e-12 7.90188487807647e-11 3.12326075955189e-07 1.32783598854451e-08 -2.67056091164756e-10 1.71724091799396e-07 1.06721807311775e-05 2.30122845597614e-05 -4.30178261187713e-05 -1.42779061532069e-04 4.39040281544529e-05 1.34425816599827e-04
158 7.90546905619620e-12 6.41003620446796e+40 2.02511598931875e-18 2.87398271524963e-07 1.07066242803884e-03 8.64876325918522e-11 1.08909165722935e-10 3.12443717120233e-07 1.33552319497452e-08 1.07646358380225e-04 3.65350652927223e-02 1.93593160815697e-01 3.13723981298095e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159264835601e+00 3.14159265357386e+00 1.17342121402200e-18 2.75761755513848e-07 1.16300332415483e-03 -9.41476854185563e-12 8.13092998867426e-11 3.12467587322888e-07 1.33705976617098e-08 1.55927890571157e-10 1.70958152832698e-07 1.06739317367374e-05 2.26825825897598e-05 -4.30178261151709e-05 -1.42779061510047e-04 4.39040281469410e-05 1.34425816584146e-04
159 7.95550367047593e-12 2.37718667154461e+40 2.30169623858499e-18 1.06723333875081e-07 7.89954520701419e-04 1.10689828205263e-10 1.10222618075764e-10 3.12587169933769e-07 1.34452284834142e-08 2.55367391965638e-04 3.64739035427948e-02 1.95321062886268e-01 3.13739314725678e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265096053e+00 3.14159265357386e+00 1.90241142966238e-18 1.02867659803705e-07 8.70584412793261e-04 6.08614776744758e-11 7.07989229327281e-11 3.12628409127186e-07 1.34537947831870e-08 -4.17571689088664e-09 1.48514168687352e-07 1.06758646532360e-05 2.23429847557826e-05 -4.30178261115768e-05 -1.42779061487599e-04 4.39040281394145e-05 1.34425816568959e-04
160 8.00553828475565e-12 2.56241807929927e+39 1.87829665866454e-18 7.94832980592456e-09 2.10733723265505e-04 9.90462185141175e-11 1.06732524852367e-10 3.12734381307093e-07 1.35198929018867e-08 5.85784712200832e-04 3.59508515705063e-02 1.96982852422891e-01 3.13731803284770e+00 -3.14159265267137e+00 -3.14159265358841e+00 3.14159265340315e+00 3.14159265357386e+00 6.00736363880261e-19 7.66529118430702e-09 2.23283667833684e-04 3.21006825303737e-11 5.58398259204576e-11 3.12778198287246e-07 1.35241677943710e-08 -2.25688482291716e-09 1.17148666637339e-07 1.06748368074160e-05 2.19881611416762e-05 -4.30178261079910e-05 -1.42054318928748e-04 4.39040281318964e-05 1.29530702878637e-04
161 8.05557289903537e-12 4.20152231926105e+35 1.90397939171243e-18 6.30450954488469e-12 6.55017582529264e-09 9.80913214198474e-11 9.61377973157549e-11 3.12882985286487e-07 1.35815921284598e-08 1.07440188446980e-03 3.47405770522362e-02 1.98007454072946e-01 3.13709597512896e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 8.08664586645068e-19 6.30181091473552e-12 6.20537575126334e-09 1.90278811348501e-11 3.89015383211808e-11 3.12928237261126e-07 1.35919729707463e-08 -2.81062274443920e-09 8.28798789864579e-08 1.06737143326429e-05 2.16429683814584e-05 -4.30178261044116e-05 -1.42054318912041e-04 4.39040281243523e-05 1.29530702860905e-04
162 8.10560751331509e-12 0.00000000000000e+00 2.94547460384801e-18 6.12653788958740e-12 6.20628143681285e-11 8.86156389648189e-11 7.53684345039210e-11 3.13029471392305e-07 1.36416713672718e-08 1.32574984741145e-03 3.25429867678228e-02 1.98839361770273e-01 3.13675993731950e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.09050618262345e-18 6.12816451139109e-12 6.56490766891421e-11 3.91177395062498e-11 2.08875320496405e-11 3.13080463266276e-07 1.36531948535241e-08 -3.75560877366529e-09 4.87397967366063e-08 1.06726370176147e-05 2.12965480305568e-05 -4.30178261008385e-05 -1.31650922984461e-04 4.39040281168157e-05 1.29530702843925e-04
163 8.15564212759481e-12 0.00000000000000e+00 1.97079865315157e-18 5.97976608734724e-12 5.95099764253261e-11 8.42964964280887e-11 5.80990000343595e-11 3.13181344376997e-07 1.36935843361367e-08 1.30807126743520e-03 3.07608641695891e-02 1.99893524516633e-01 3.13625298116747e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.19137688419559e-18 5.98642839617613e-12 6.06631613355561e-11 5.32236623450890e-11 5.40662537690613e-12 3.13235180493449e-07 1.37171944916848e-08 -3.66747384068350e-09 2.04914570147895e-08 1.06725794634661e-05 2.09661670717613e-05 -4.30178260972716e-05 -1.31650922981275e-04 4.39040281092682e-05 1.20448177603400e-04
164 8.20567674187454e-12 0.00000000000000e+00 1.66244185850961e-18 5.83964571026072e-12 5.57540274265592e-11 5.30352968432929e-11 4.23241732940057e-11 3.13320995743541e-07 1.37446341255324e-08 1.31055721618397e-03 2.91794667670825e-02 2.00127877557898e-01 3.13581713689249e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.99142502667774e-18 5.84885837082887e-12 5.94713659692779e-11 4.71284235804477e-11 -1.38547589471097e-11 3.13404314838079e-07 1.37708191527121e-08 -8.55073934207927e-10 -1.31033666203459e-08 1.06718803902049e-05 2.06307078077617e-05 -4.30178260937087e-05 -1.31650922977934e-04 4.39040281017075e-05 1.20448177598979e-04
165 8.25571135615426e-12 0.00000000000000e+00 9.13919222677389e-19 5.70571348208279e-12 5.34778602144203e-11 4.65154222137350e-11 2.98802633453670e-11 3.13486307128127e-07 1.37899837757309e-08 1.01593183896287e-03 2.79811303767853e-02 2.01624512811463e-01 3.13520825398341e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.64670222560954e-18 5.71695183097410e-12 5.60268130520935e-11 7.98579848797714e-11 -2.77695749562991e-11 3.13563912819025e-07 1.38223055468849e-08 -3.79601684091752e-09 -3.75323922866081e-08 1.06717008870769e-05 2.02983098860210e-05 -4.30178260901517e-05 -1.31650922974446e-04 4.39040280941557e-05 1.20448177594582e-04
166 8.30574597043398e-12 0.00000000000000e+00 1.61439507123325e-18 5.57601656368657e-12 5.10386295798207e-11 5.82849948670702e-11 1.74106013648544e-11 3.13634243580020e-07 1.38328446641032e-08 8.40347235688978e-04 2.68179067927976e-02 2.02303758643452e-01 3.13461241235282e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.09262487815577e-18 5.58947975262531e-12 5.26534719636286e-11 7.84838319225200e-11 -4.49085680761898e-11 3.13710474190678e-07 1.38725015452261e-08 -4.08089196283015e-09 -6.43032977985257e-08 1.06711664249057e-05 1.99741235552377e-05 -4.30178260865988e-05 -1.31650922970836e-04 4.39040280865781e-05 1.20448177590209e-04
167 8.35578058471370e-12 0.00000000000000e+00 2.12167576973938e-18 5.45361572857281e-12 4.88742944574376e-11 6.44153456180747e-11 1.03511691531538e-11 3.13797072510842e-07 1.38763469213857e-08 7.65872340240188e-04 2.62342155979738e-02 2.03861488004322e-01 3.13415485871551e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.50363199049289e-18 5.46732122060643e-12 5.03687979681721e-11 8.44923773023768e-11 -5.89674768818370e-11 3.13861359299951e-07 1.39170269020559e-08 -3.94339285087316e-09 -8.55291935739258e-08 1.06719134511157e-05 1.96527224419812e-05 -4.30178260830479e-05 -1.31650922967114e-04 4.39040280790096e-05 1.20448177585953e-04
168 8.40581519899342e-12 0.00000000000000e+00 1.64881751346910e-18 5.33486282069989e-12 4.61283364779263e-11 1.05731855826421e-10 9.23860005792088e-13 3.13983240467738e-07 1.39160182541311e-08 3.47886818654368e-04 2.54358021400765e-02 2.05186741013404e-01 3.13379459544727e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.34013567800576e-18 5.34866878472019e-12 4.81357095291636e-11 8.41922674342137e-11 -7.07047622971049e-11 3.14017244619549e-07 1.39605745919664e-08 -3.89203650408289e-09 -1.02478666251679e-07 1.06726347114566e-05 1.93374952959925e-05 -4.30178260795024e-05 -1.31650922963331e-04 4.39040280714286e-05 1.15168479390721e-04
169 8.45584981327315e-12 0.00000000000000e+00 1.16809311535383e-18 5.22225032336306e-12 4.38379126676443e-11 8.99776924961332e-11 -1.22184088500742e-11 3.14141888595463e-07 1.39534681624333e-08 5.18884495688872e-04 2.42894743701881e-02 2.06635065697825e-01 3.13360724651555e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.04615576006953e-18 5.23420603326341e-12 4.54798301556129e-11 1.20409544439059e-10 -7.66649522645091e-11 3.14171408456994e-07 1.40026796278174e-08 -6.26944760385618e-09 -1.10533102027936e-07 1.06734681461292e-05 1.90282651999809e-05 -4.30178260759580e-05 -1.14302647948505e-04 4.39040280638363e-05 1.15168479377200e-04
170 8.50588442755287e-12 0.00000000000000e+00 1.79470319257697e-18 5.11544183582521e-12 4.26211992614545e-11 1.13885744766417e-10 -2.46292093184035e-11 3.14296881432158e-07 1.39961531860151e-08 -6.30791441362059e-05 2.32441624132019e-02 2.08626131535088e-01 3.13347606382359e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.15391855372095e-18 5.12357078419471e-12 4.37186917824765e-11 9.00378251813299e-11 -8.18020756191178e-11 3.14316347391051e-07 1.40439798967127e-08 -4.49706866973828e-09 -1.15870208479629e-07 1.06734878246594e-05 1.87237074231364e-05 -4.30178260724173e-05 -1.08692958350352e-04 4.39040280562545e-05 1.07903055576817e-04
171 8.55591904183259e-12 0.00000000000000e+00 1.57773116375322e-18 5.01167452953289e-12 4.00293149520834e-11 1.67103794913498e-10 -3.49360217431332e-11 3.14452438300971e-07 1.40315105341019e-08 -6.75810527324682e-04 2.24432676046753e-02 2.10027293034996e-01 3.13361546378943e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.31449907911082e-18 5.01760105156798e-12 4.22017977568082e-11 9.82388721179226e-11 -8.55094289038822e-11 3.14465828829413e-07 1.40822312908237e-08 -5.53330239499278e-09 -1.18524860486068e-07 1.06747404361944e-05 1.84251765818589e-05 -4.30178260688793e-05 -1.06474122438773e-04 4.39040280486478e-05 1.07903055573686e-04
172 8.60595365611231e-12 0.00000000000000e+00 1.23970421387346e-18 4.91392926299791e-12 3.82217867476172e-11 1.04863723306445e-10 -4.47093547230879e-11 3.14603921646898e-07 1.40742389600926e-08 -2.94007136579001e-04 2.17129644463398e-02 2.12736322905037e-01 3.13393368661856e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.90641811956668e-18 4.91583605902243e-12 3.98516644342022e-11 1.05850473873729e-10 -8.77475130848000e-11 3.14618209232712e-07 1.41145458146199e-08 -5.71421355652627e-09 -1.17901777385037e-07 1.06758565489933e-05 1.81279378153211e-05 -4.30178260653439e-05 -1.06474122437839e-04 4.39040280410500e-05 1.07903055570520e-04
173 8.65598827039203e-12 0.00000000000000e+00 1.70275773620831e-18 4.81942535005979e-12 3.71383171544153e-11 1.66691671012031e-10 -5.65644413954725e-11 3.14773844500244e-07 1.41084790572825e-08 -9.20134929484026e-04 2.08035965626796e-02 2.15421748069231e-01 3.13452158624948e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.09485832143328e-18 4.81902673314173e-12 3.78389568884901e-11 8.45139603718530e-11 -8.79061058648171e-11 3.14771905544500e-07 1.41462790784860e-08 -4.69783375521070e-09 -1.13029929378176e-07 1.06775130951457e-05 1.78387686199555e-05 -4.30178260618139e-05 -1.06474122436959e-04 4.39040280334471e-05 1.07903055567555e-04
174 8.70602288467176e-12 0.00000000000000e+00 1.53323547543421e-18 4.72865976289839e-12 3.54482255768235e-11 1.81013095412937e-10 -6.08870672820304e-11 3.14947322961148e-07 1.41390932013379e-08 -8.54624063082042e-04 2.06819354790497e-02 2.19191020133315e-01 3.13529476490189e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.64083178348647e-18 4.72555575689624e-12 3.69042585162648e-11 1.02866931038629e-10 -8.92264404247538e-11 3.14926592900203e-07 1.41746034574730e-08 -6.05959785723983e-09 -1.09660978929345e-07 1.06793538753926e-05 1.75543565315464e-05 -4.30178260582865e-05 -1.01623060032318e-04 4.39040280258804e-05 1.02340794573149e-04
175 8.75605749895148e-12 0.00000000000000e+00 1.56615363430991e-18 4.64367308035319e-12 3.44070114536712e-11 1.36556331138027e-10 -6.09527105421210e-11 3.15087699343041e-07 1.41740343969053e-08 -3.02680188817075e-04 2.09949537839374e-02 2.22082237913971e-01 3.13608697250449e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.91003927616427e-18 4.63689390811956e-12 3.54855380163684e-11 1.27604293426521e-10 -8.40854692016290e-11 3.15084586299277e-07 1.41966787200921e-08 -1.00023662654522e-08 -9.89770209421005e-08 1.06810044432928e-05 1.72714252750823e-05 -4.30178260547635e-05 -1.01623060031324e-04 4.39040280184618e-05 1.02340794567717e-04
176 8.80609211323120e-12 0.00000000000000e+00 1.02366015492665e-18 4.56042843011669e-12 3.27604175682134e-11 1.15780859378852e-10 -6.81494667362339e-11 3.15237189448761e-07 1.42037163054156e-08 1.73486049443154e-04 2.05924956679648e-02 2.23968260574484e-01 3.13672305762290e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.07565031162734e-18 4.55203625233435e-12 3.41202886975478e-11 1.56829084767075e-10 -7.84294715360940e-11 3.15244405482687e-07 1.42197367591266e-08 -1.41292276130298e-08 -8.65862840785248e-08 1.06821737557977e-05 1.69996082781497e-05 -4.30178260512431e-05 -9.75468345970148e-05 4.39040280115302e-05 9.12176701950768e-05
177 8.85612672751092e-12 0.00000000000000e+00 1.73957319168296e-18 4.48105581199260e-12 3.18176448508929e-11 1.37881357309820e-10 -7.30220482461925e-11 3.15408812591122e-07 1.42346400668017e-08 2.32794348502554e-04 2.04363646636422e-02 2.26250653495087e-01 3.13721170318649e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 8.84610951929563e-20 4.47170291649823e-12 3.34460820805060e-11 2.25619507055507e-10 -6.96108655354886e-11 3.15398718884623e-07 1.42421073648985e-08 -1.94436117217057e-08 -7.27420574261550e-08 1.06838017991415e-05 1.67367282428540e-05 -4.30178260477236e-05 -9.54211781967098e-05 4.39040280048057e-05 9.12176701932485e-05
