124.401 -0.10014 -0.0131585 368.87 461.879 -232.858
124.028 0.742103 -0.00564158 19.251 -684.912 -6.87037
122.8 0.814993 -0.0130653 -357.805 -665.914 28.185
119.884 0.144285 -0.0143194 104.84 -285.607 56.0969
124.765 0.107899 -0.00554737 -95.9539 -154.06 33.7016
118.259 -0.28761 -0.04567 33.2371 505.095 139.868
124.507 0.0332851 -0.00972455 -271.614 -31.8842 29.3347
124.722 0.894008 0.00845958 265.554 -591.984 18.05
123.047 -0.664464 -0.00479579 216.529 706.411 -15.4304
120.87 0.176135 0.00748994 302.192 -628.806 -206.578
125 0.603542 -0.000945426 492.903 -702.679 -53.1571
123.772 -0.106107 0.00180682 279.895 410.882 -252.15
125 1.14969 -0.00802348 -228.539 -561.112 16.5515
122.813 -0.458683 -0.0153916 28.3022 647.79 71.1426
120.668 -0.439998 -0.0110945 211.746 734.42 5.00239
124.628 -0.456188 0.0105869 -51.0031 581.978 -39.6275
125 -0.614227 0.00330468 -163.769 614.217 5.2813
124.878 -0.148742 -0.000452132 -96.7706 239.909 25.2865
118.62 0.109165 0.0109475 -58.4181 -161.694 -14.3548
117.004 0.48937 -0.0286571 17.9471 -696.54 92.327
124.176 -0.123912 0.0100365 -268.627 160.886 -17.1793
123.69 -0.872912 -0.00967355 -258.89 653.874 16.4543
117.52 0.557467 -0.005171 56.5067 -702.84 -9.14646
125 0.209068 -0.00503393 155.905 -510.844 -80.8131
122.347 0.0962546 -0.00808971 348.944 -413.068 -268.434
117.279 -0.050127 -0.0317115 179.387 153.033 23.8077
124.967 -0.234431 0.0109259 -164.317 327.392 -23.1152
124.73 -0.647071 -0.00250708 -34.0531 660.531 7.83431
124.298 0.136321 0.00967605 284.372 -515.914 -240.998
121.093 0.207592 0.0234263 -329.809 -239.569 -57.6395
122.685 1.2774 -0.0119282 -364.967 -526.122 45.6546
122.5 -0.318478 -0.00921234 -215.534 407.486 20.4963
124.55 0.261784 -0.0350061 -253.942 -324.331 103.226
124.67 0.0615733 0.00465613 441.634 -492.036 -332.414
124.037 0.962776 -0.00176225 -381.721 -645.117 5.80039
121.87 0.00499067 0.00338464 424.823 3.72394 -355.748
123.003 0.273646 -0.0116085 99.3777 -509.787 68.0828
122.095 -0.424666 0.00168837 -23.1797 569.182 11.2502
110.367 -0.445997 -0.00803589 175.438 745.79 -27.7522
124.908 0.709986 -0.00541275 -546.853 -598.614 27.9071
116.015 -0.0245426 -0.0210174 -28.536 54.729 50.7507
123.99 0.429781 -0.00985938 -272.476 -468.362 -23.3696
125 1.49854 -0.00860844 200.44 -353.052 12.5011
125 1.07821 0.0122451 -439.416 -614.919 -12.1472
124.977 -0.245012 -0.0152958 233.045 588.653 -25.3437
122.196 0.179475 -0.0259173 104.652 -362.659 91.0136
124.982 0.146321 -0.00879685 17.5328 -261.654 -36.8454
124.159 -0.520467 0.0083914 244.274 722.168 -31.3519
122.064 0.587388 0.0012374 146.624 -731.142 -50.5569
125 0.171755 -0.0179209 218.776 -467.969 -48.1614
121.709 -0.360077 -0.0131211 -88.8106 502.711 46.6858
123.076 0.638699 -0.00256075 -37.0467 -672.009 7.64397
124.992 -0.0890334 -0.0366741 85.5468 192.84 133.073
124.931 -0.456658 -0.0155581 215.882 719.737 37.2649
124.918 0.108857 -0.0148148 -301.576 -121.049 11.7444
122.11 0.782085 -0.00098124 224.148 -667.279 -15.8837
124.994 -0.00712947 -0.0259041 116.374 35.1438 97.2829
123.059 -0.7437 -0.00708792 28.3437 685.548 7.14185
120.993 0.000589303 -0.0425956 -205.781 10.2258 112.341
124.946 -0.117044 -0.0141176 -86.6761 192.722 69.7463
124.389 -0.318327 -0.0175242 36.4634 534.999 89.8974
124.866 -0.0496971 -0.00740173 -687.469 52.2746 9.21363
124.978 -0.0559735 0.0115538 -191.027 85.6663 -24.5405
123.46 0.958067 -0.0109269 84.0249 -599.261 -13.5144
123.515 0.208849 -0.0292132 138.04 -502.43 61.4437
125 0.585273 -0.00432662 -172.976 -621.584 17.5136
121.614 -0.0332211 0.00669593 404.638 248.76 -346.031
122.891 0.518555 -0.00278323 84.5084 -687.872 53.2541
116.721 0.0216516 0.0199654 785.385 1035.01 -69.7616
117.922 0.0702338 -0.013462 368.713 -304.92 -255.669
123.204 -0.936909 -0.0120708 -233.904 630.642 -38.9697
124.85 -0.098078 0.00951045 -197.163 140.775 -18.5602
124.189 -0.220442 -0.0130342 149.029 532.471 -10.0678
125 -0.166903 0.00954438 -217.342 228.381 -18.1515
121.792 0.572643 -0.017171 -62.8438 -662.431 55.9735
124.228 -0.589573 0.00657498 -267.001 581.616 -30.1128
122.889 0.0554866 -0.00456838 486.535 -550.283 -328.687
123.688 -0.265418 -0.0191187 144.953 587.611 -10.6306
118.554 0.202827 -0.0294235 46.4318 -387.408 96.4309
124.299 -0.167908 -0.0067006 -135.095 242.505 21.9203
119.284 0.0736003 0.0604667 817.866 1073.57 111.131
